timestamp,shipment_id,batch_id,drug_name,temperature,humidity,location,status
2025-11-22 20:15,SH251,PAR-2023-007,Paracetamol,2.0,46.6,Patna,Normal
2025-11-23 04:15,SH251,PAR-2023-007,Paracetamol,4.5,36.1,Patna,Normal
2025-11-23 12:15,SH251,PAR-2023-007,Paracetamol,4.0,47.6,Patna,Normal
2023-01-10 20:00,SH255,IBU-2023-019,Ibuprofen,13.3,70.9,Patna,Breach
2023-01-11 02:20,SH255,IBU-2023-019,Ibuprofen,12.6,70.5,Patna,Breach
2023-01-11 08:40,SH255,IBU-2023-019,Ibuprofen,9.1,78.1,Patna,Breach
2023-01-11 15:00,SH255,IBU-2023-019,Ibuprofen,3.7,44.3,Patna,Normal
2023-01-11 21:20,SH255,IBU-2023-019,Ibuprofen,9.4,78.4,Patna,Breach
2023-01-12 03:40,SH255,IBU-2023-019,Ibuprofen,3.4,40.1,Patna,Normal
2024-03-09 10:30,SH258,AMO-2023-004,Amoxicillin,3.4,51.0,Pune,Normal
2024-03-09 15:00,SH258,AMO-2023-004,Amoxicillin,7.2,52.2,Pune,Normal
2024-05-13 09:45,SH259,CET-2024-007,Cetirizine,7.9,49.3,Chandigarh,Normal
2024-05-13 15:15,SH259,CET-2024-007,Cetirizine,4.8,37.9,Chandigarh,Normal
2024-10-24 17:45,SH260,INS-2023-005,Insulin,2.4,51.2,Chandigarh,Normal
2024-10-24 20:15,SH260,INS-2023-005,Insulin,6.0,44.5,Chandigarh,Normal
