shipment_id,drug_name,batch_id,origin,destination,dispatch_time,delivery_time,latitude,longitude,status
SH212,Azithromycin,AZI-2023-006,Bangalore,Bhubaneswar,2025-09-25 09:15,2025-09-26 16:15,21.4191,83.3187,Delivered
SH213,Ibuprofen,IBU-2023-022,Ahmedabad,Kolkata,2023-03-11 14:00,,15.3926,73.0178,Delayed
SH214,Amlodipine,AML-2025-022,Lucknow,Nagpur,2024-07-15 11:30,2024-07-16 21:30,10.2256,85.2306,Delivered
SH215,Azithromycin,AZI-2025-003,Chandigarh,Bangalore,2025-09-05 09:30,2025-09-06 20:30,8.8862,74.5982,Delivered
SH216,Insulin,INS-2024-010,Nagpur,Pune,2023-04-18 08:30,2023-04-18 21:30,27.9711,75.4339,Delivered
SH217,Amlodipine,AML-2024-028,Chandigarh,Kolkata,2024-06-14 19:15,2024-06-15 20:15,8.7524,75.269,Delivered
SH218,Ciprofloxacin,CIP-2025-025,Chandigarh,Mumbai,2023-05-19 18:30,,10.4464,86.9446,In Transit
SH219,Amlodipine,AML-2024-004,Mysuru,Raipur,2024-04-27 06:45,2024-04-28 10:45,11.8099,85.0133,Delivered
SH220,Ibuprofen,IBU-2024-001,Mumbai,Bhubaneswar,2025-04-11 08:00,,22.6892,75.8097,Delayed
SH221,Ibuprofen,IBU-2025-013,Chennai,Nagpur,2025-05-06 09:15,2025-05-07 03:15,17.6614,84.8562,Delivered
SH222,Paracetamol,PAR-2025-003,Kolkata,Lucknow,2025-05-04 14:00,,17.4345,76.2979,In Transit
SH223,Amoxicillin,AMO-2024-016,Pune,Bhubaneswar,2024-11-25 20:15,2024-11-26 07:15,14.8046,78.8911,Delivered
SH224,Salbutamol,SAL-2024-010,Bhopal,Pune,2024-08-24 09:45,2024-08-26 05:45,8.7782,85.2424,Delivered
SH225,Omeprazole,OME-2023-023,Nagpur,Patna,2025-08-16 13:00,,21.5994,79.8911,Delayed
SH226,Salbutamol,SAL-2024-014,Chennai,Raipur,2025-03-25 14:45,2025-03-26 04:45,24.3927,74.1737,Delivered
SH227,Cetirizine,CET-2025-011,Mumbai,Pune,2025-08-03 19:15,2025-08-05 19:15,8.0439,73.9961,Delivered
SH228,Insulin,INS-2023-012,Nagpur,Bangalore,2025-07-29 12:45,2025-07-30 10:45,26.8419,78.0655,Delivered
SH229,Amlodipine,AML-2024-004,Bangalore,Mysuru,2023-12-04 11:30,2023-12-06 01:30,12.2951,86.5417,Delivered
SH230,Azithromycin,AZI-2025-020,Raipur,Patna,2024-09-18 10:00,2024-09-20 05:00,27.5821,78.4101,Delivered
SH231,Insulin,INS-2024-007,Ahmedabad,Patna,2025-01-27 11:15,2025-01-28 12:15,21.8169,74.323,Delivered
SH232,Azithromycin,AZI-2025-013,Bhopal,Pune,2025-07-21 12:00,,28.4684,75.6633,Delayed
SH233,Ciprofloxacin,CIP-2024-012,Pune,Pune,2023-10-01 09:15,2023-10-02 18:15,11.3742,87.1696,Delivered
SH234,Ciprofloxacin,CIP-2023-018,Kolkata,Chandigarh,2025-04-13 20:30,,16.2305,73.1748,Delayed
SH235,Amlodipine,AML-2024-025,Delhi,Ahmedabad,2023-02-14 07:15,,11.8178,85.4802,Delayed
SH236,Metformin,MET-2023-016,Chennai,Hyderabad,2025-01-19 14:15,2025-01-21 00:15,23.0206,74.2803,Delivered
SH237,Ibuprofen,IBU-2023-019,Bhubaneswar,Patna,2023-02-21 14:15,,17.0717,85.7824,Delayed
SH238,Paracetamol,PAR-2025-016,Nagpur,Mysuru,2024-10-10 14:15,,21.3829,74.2039,Delayed
SH239,Azithromycin,AZI-2025-011,Kolkata,Raipur,2025-11-23 14:15,,24.5313,73.6234,Delayed
SH240,Cetirizine,CET-2023-013,Bhopal,Lucknow,2025-12-08 09:45,,25.019,83.5157,Delayed
SH241,Ciprofloxacin,CIP-2024-023,Mumbai,Chennai,2024-09-26 20:30,2024-09-28 14:30,8.5337,77.8852,Delivered
SH242,Salbutamol,SAL-2023-008,Kolkata,Lucknow,2024-08-04 06:15,2024-08-06 06:15,13.9979,76.9599,Delivered
SH243,Salbutamol,SAL-2024-015,Chennai,Chandigarh,2025-05-25 18:30,2025-05-27 09:30,26.9932,85.4711,Delivered
SH244,Ciprofloxacin,CIP-2023-007,Mumbai,Bhubaneswar,2023-07-10 20:45,,20.3137,86.6341,In Transit
SH245,Salbutamol,SAL-2023-011,Nagpur,Nagpur,2024-02-07 19:15,,13.7639,84.4176,Delayed
SH246,Amlodipine,AML-2024-027,Bhopal,Hyderabad,2025-06-25 06:15,2025-06-25 16:15,12.454,87.7649,Delivered
SH247,Paracetamol,PAR-2023-014,Hyderabad,Ahmedabad,2024-11-07 06:30,2024-11-08 11:30,12.2996,78.059,Delivered
SH248,Atorvastatin,ATO-2024-008,Bhopal,Ahmedabad,2025-02-21 08:45,2025-02-21 23:45,17.6726,80.6089,Delivered
SH249,Cetirizine,CET-2025-016,Bhubaneswar,Bangalore,2025-04-29 10:30,,10.4844,77.0104,Delayed
SH250,Metformin,MET-2024-004,Mumbai,Nagpur,2024-08-06 18:00,,13.2054,85.7914,Delayed
SH251,Paracetamol,PAR-2023-007,Ahmedabad,Raipur,2025-11-21 20:15,2025-11-23 20:15,23.9332,77.1729,Delivered
SH252,Insulin,INS-2024-010,Nagpur,Pune,2023-06-22 17:45,2023-06-23 09:45,25.3784,74.9981,Delivered
SH253,Ciprofloxacin,CIP-2024-029,Chennai,Nagpur,2025-08-01 16:45,2025-08-02 20:45,13.6905,74.0961,Delivered
SH254,Amoxicillin,AMO-2024-016,Mumbai,Bhopal,2025-07-19 15:15,2025-07-20 23:15,21.2387,80.2783,Delivered
SH255,Ibuprofen,IBU-2023-019,Kolkata,Chandigarh,2023-01-10 20:00,2023-01-12 10:00,16.9245,86.1002,Delivered
SH256,Ciprofloxacin,CIP-2025-004,Chennai,Raipur,2023-06-26 16:30,2023-06-27 19:30,10.1382,85.4106,Delivered
SH257,Omeprazole,OME-2023-015,Raipur,Hyderabad,2024-11-26 10:00,2024-11-26 17:00,25.1978,86.4265,Delivered
SH258,Amoxicillin,AMO-2023-004,Mumbai,Chennai,2024-03-09 10:30,2024-03-09 19:30,13.3893,75.4182,Delivered
SH259,Cetirizine,CET-2024-007,Nagpur,Kolkata,2024-05-13 09:45,2024-05-13 20:45,23.4643,86.3137,Delivered
SH260,Insulin,INS-2023-005,Patna,Kolkata,2024-10-24 17:45,2024-10-24 22:45,28.4139,75.8442,Delivered
